0	16	0
1	15	0
2	14	0
3	8	0
3	17	0
3	5	0
4	16	0
4	5	0
4	6	0
5	6	0
5	8	0
5	9	0
5	12	0
5	13	0
5	15	0
5	16	0
5	17	0
6	16	0
6	13	0
7	13	0
8	15	0
10	15	0
11	13	0
15	16	0
1	16	1
1	15	1
2	14	1
3	5	1
4	16	1
4	5	1
4	6	1
5	5	1
5	6	1
5	8	1
5	12	1
5	15	1
5	16	1
6	16	1
8	16	1
8	17	1
12	16	1
13	18	1
16	21	1
17	20	1
17	22	1
18	19	1
1	15	2
3	8	2
3	5	2
4	16	2
4	6	2
5	5	2
5	6	2
5	8	2
5	12	2
5	15	2
5	16	2
6	6	2
6	13	2
6	16	2
6	22	2
8	14	2
8	15	2
8	16	2
8	17	2
12	16	2
14	23	2
0	33	3
0	12	3
1	6	3
1	15	3
2	43	3
2	18	3
2	27	3
2	2	3
2	23	3
3	16	3
3	5	3
4	13	3
4	6	3
5	5	3
5	6	3
5	8	3
5	12	3
5	13	3
5	16	3
6	13	3
6	15	3
6	16	3
7	13	3
8	41	3
8	15	3
8	13	3
9	48	3
9	13	3
10	15	3
11	35	3
11	13	3
12	33	3
12	35	3
12	12	3
13	13	3
13	15	3
13	21	3
14	25	3
14	17	3
15	16	3
16	17	3
21	31	3
21	39	3
23	30	3
24	40	3
24	30	3
26	37	3
28	35	3
29	34	3
30	40	3
30	35	3
31	35	3
32	33	3
33	33	3
33	44	3
35	35	3
35	46	3
36	42	3
38	41	3
39	43	3
41	41	3
41	45	3
41	49	3
42	47	3
0	32	4
0	11	4
0	19	4
0	12	4
1	10	4
1	13	4
1	15	4
2	27	4
2	43	4
2	30	4
2	14	4
2	23	4
3	5	4
4	16	4
4	6	4
5	5	4
5	6	4
5	12	4
5	13	4
5	15	4
5	16	4
5	62	4
6	16	4
6	13	4
8	41	4
8	15	4
10	13	4
11	35	4
11	12	4
12	35	4
12	37	4
12	12	4
12	13	4
12	16	4
12	55	4
13	13	4
13	60	4
14	59	4
16	52	4
16	61	4
17	50	4
18	23	4
19	57	4
20	50	4
20	53	4
21	31	4
21	35	4
21	21	4
21	55	4
23	56	4
23	30	4
23	23	4
24	40	4
24	30	4
26	29	4
26	37	4
29	37	4
32	58	4
32	37	4
33	46	4
35	64	4
35	35	4
35	39	4
35	46	4
35	57	4
36	42	4
37	37	4
38	41	4
41	41	4
41	45	4
41	51	4
41	54	4
41	63	4
42	65	4
42	47	4
50	50	4
50	62	4
0	11	5
1	15	5
2	2	5
2	43	5
2	77	5
2	14	5
2	47	5
2	23	5
2	56	5
2	30	5
3	16	5
3	22	5
4	16	5
4	6	5
4	5	5
4	22	5
4	13	5
5	5	5
5	6	5
5	71	5
5	12	5
5	16	5
6	16	5
6	9	5
6	74	5
8	16	5
8	17	5
8	13	5
8	22	5
8	15	5
9	9	5
10	35	5
10	19	5
10	37	5
10	15	5
11	35	5
11	19	5
11	49	5
12	33	5
12	58	5
12	35	5
14	59	5
15	15	5
16	16	5
17	22	5
18	23	5
19	33	5
19	35	5
19	37	5
19	75	5
19	21	5
19	31	5
20	68	5
20	70	5
21	31	5
21	30	5
21	39	5
22	22	5
22	63	5
23	40	5
23	30	5
23	23	5
24	40	5
24	30	5
26	29	5
26	37	5
31	39	5
32	37	5
33	40	5
33	37	5
35	67	5
35	46	5
35	35	5
35	59	5
36	73	5
36	42	5
36	36	5
36	69	5
37	76	5
37	46	5
37	61	5
38	41	5
41	66	5
41	41	5
41	45	5
41	51	5
41	54	5
42	59	5
42	47	5
53	70	5
57	67	5
58	72	5
75	78	5
0	49	6
0	51	6
0	37	6
1	15	6
2	43	6
2	77	6
2	14	6
2	18	6
2	23	6
2	27	6
2	30	6
3	16	6
3	22	6
4	16	6
5	5	6
5	6	6
5	71	6
5	8	6
5	9	6
5	12	6
