0	422	0
1	153	0
1	350	0
1	41	0
2	697	0
3	62	0
3	479	0
4	801	0
4	366	0
4	563	0
4	372	0
4	726	0
4	1085	0
4	607	0
5	1089	0
5	130	0
6	195	0
6	654	0
7	454	0
7	615	0
7	119	0
7	950	0
7	695	0
7	698	0
7	125	0
7	199	0
8	1189	0
9	1010	0
10	595	0
11	340	0
11	1066	0
11	1172	0
11	133	0
11	557	0
12	427	0
12	659	0
12	1023	0
13	81	0
14	595	0
15	1155	0
15	644	0
15	998	0
15	1163	0
15	463	0
15	661	0
15	856	0
16	580	0
16	614	0
16	710	0
16	617	0
16	778	0
16	107	0
16	370	0
16	1045	0
16	703	0
17	384	0
17	649	0
17	282	0
17	830	0
17	529	0
18	485	0
19	493	0
19	645	0
20	100	0
20	868	0
20	1142	0
21	324	0
22	518	0
22	391	0
22	392	0
22	142	0
22	913	0
22	1171	0
22	405	0
22	411	0
22	1114	0
22	542	0
22	1067	0
22	446	0
22	959	0
22	832	0
22	451	0
22	846	0
22	79	0
22	602	0
22	1115	0
22	991	0
22	107	0
22	127	0
23	777	0
23	354	0
23	694	0
24	836	0
24	765	0
24	517	0
25	707	0
26	130	0
27	1155	0
28	138	0
28	1099	0
28	908	0
28	592	0
28	339	0
28	570	0
29	130	0
30	899	0
30	744	0
30	828	0
30	271	0
30	692	0
30	732	0
31	588	0
31	797	0
32	1080	0
32	1099	0
32	188	0
32	1189	0
33	169	0
33	909	0
33	974	0
33	173	0
33	849	0
33	916	0
33	442	0
33	1181	0
34	561	0
35	212	0
35	1149	0
36	949	0
37	454	0
37	804	0
37	341	0
37	734	0
37	511	0
38	399	0
39	340	0
39	1202	0
39	884	0
39	350	0
39	559	0
40	228	0
40	1189	0
40	558	0
40	1108	0
40	823	0
40	1080	0
40	251	0
41	739	0
41	453	0
41	294	0
41	417	0
41	939	0
41	109	0
41	878	0
41	848	0
41	562	0
41	917	0
41	837	0
42	224	0
42	634	0
42	900	0
42	158	0
43	59	0
43	710	0
44	777	0
45	600	0
46	1012	0
47	986	0
47	595	0
48	569	0
49	598	0
49	231	0
50	192	0
50	75	0
50	1117	0
51	688	0
52	130	0
52	1053	0
52	119	0
53	179	0
53	310	0
54	88	0
54	932	0
54	677	0
54	1183	0
55	468	0
55	63	0
56	259	0
57	1030	0
57	941	0
57	177	0
57	850	0
57	723	0
57	724	0
57	983	0
57	468	0
57	378	0
58	640	0
58	603	0
59	224	0
59	158	0
60	417	0
60	296	0
60	494	0
60	848	0
60	564	0
60	633	0
60	1082	0
60	891	0
60	799	0
61	978	0
62	141	0
64	540	0
