0	1134	0
1	1139	0
2	960	0
2	1141	0
3	1177	0
4	1192	0
4	1193	0
5	995	0
5	1254	0
5	1255	0
5	1256	0
5	1257	0
5	1258	0
5	1259	0
5	1260	0
5	1261	0
5	1262	0
5	1263	0
5	1264	0
5	1265	0
5	1266	0
5	1267	0
5	1268	0
5	1269	0
5	1270	0
5	1271	0
5	985	0
6	1028	0
6	1300	0
7	1380	0
7	1381	0
8	1385	0
8	1386	0
8	1387	0
8	1388	0
8	1389	0
8	1390	0
8	1391	0
9	1449	0
10	1408	0
10	896	0
10	908	0
10	911	0
10	1431	0
10	1178	0
10	1310	0
10	1188	0
10	1065	0
10	1450	0
10	1451	0
10	1452	0
10	1453	0
10	1454	0
10	1455	0
10	1456	0
10	1457	0
10	1458	0
10	1459	0
10	1460	0
10	1461	0
10	1462	0
10	1463	0
10	1464	0
10	1465	0
10	1466	0
10	1467	0
10	1468	0
10	1469	0
10	1470	0
10	1471	0
10	1472	0
10	1229	0
10	1364	0
10	1251	0
10	1266	0
10	1140	0
10	1086	0
10	1449	0
10	1274	0
10	891	0
11	1455	0
12	1408	0
12	1497	0
13	1501	0
14	1509	0
15	896	0
15	1242	0
16	1346	0
16	1611	0
17	1616	0
17	1617	0
17	1612	0
17	1614	0
17	1615	0
18	1619	0
19	1263	0
20	1648	0
20	1639	0
20	1640	0
20	1351	0
20	1646	0
20	1647	0
20	912	0
20	1304	0
20	1650	0
20	1652	0
20	1141	0
20	1654	0
20	1655	0
20	1656	0
20	1657	0
20	1658	0
20	1659	0
20	1305	0
20	1662	0
20	1663	0
21	1670	0
21	1671	0
21	1672	0
21	1673	0
21	1674	0
21	1675	0
21	1676	0
22	896	0
22	1665	0
22	1412	0
22	1681	0
22	1682	0
22	1683	0
22	1428	0
22	1685	0
22	1686	0
22	1687	0
22	1688	0
22	1689	0
22	1690	0
22	1691	0
22	1692	0
22	1693	0
22	1694	0
22	1695	0
22	1696	0
22	1697	0
22	1698	0
22	1699	0
22	1700	0
22	1701	0
22	1702	0
22	1703	0
22	1704	0
22	1705	0
22	1332	0
22	1206	0
22	1596	0
22	1470	0
22	1474	0
22	1347	0
22	950	0
22	970	0
22	931	0
22	1494	0
22	984	0
22	1500	0
22	1505	0
22	913	0
22	1516	0
22	937	0
22	1684	0
22	891	0
22	1533	0
23	1715	0
24	1717	0
25	1719	0
26	986	0
26	1370	0
26	1742	0
26	1741	0
27	1006	0
27	1745	0
27	1746	0
27	1747	0
27	1748	0
27	1749	0
27	1753	0
28	1754	0
29	1428	0
29	1755	0
29	1756	0
29	1757	0
29	1109	0
30	896	0
30	1086	0
30	1758	0
31	1157	0
31	1142	0
32	1813	0
33	896	0
33	1154	0
33	899	0
33	1541	0
33	1543	0
33	904	0
33	1417	0
33	1837	0
33	1427	0
33	1428	0
33	1814	0
33	1815	0
33	1816	0
33	1817	0
33	1818	0
33	1819	0
33	1820	0
33	1821	0
33	1310	0
33	1157	0
33	1824	0
33	1840	0
33	1826	0
33	931	0
33	932	0
33	1829	0
33	934	0
33	1831	0
33	1832	0
33	1833	0
33	1834	0
33	1835	0
33	1836	0
33	1709	0
33	1838	0
33	1199	0
33	1584	0
33	1201	0
33	1842	0
33	1843	0
33	1844	0
33	926	0
33	1209	0
33	1823	0
33	1212	0
33	1213	0
33	1822	0
33	886	0
33	1332	0
33	970	0
33	1227	0
33	977	0
33	1757	0
33	1827	0
33	1109	0
33	1623	0
33	1828	0
33	1452	0
33	1497	0
33	1125	0
33	1825	0
33	1830	0
33	998	0
33	1316	0
33	1129	0
33	1064	0
33	1142	0
33	887	0
33	891	0
33	1841	0
34	1848	0
35	1856	0
35	1185	0
35	1858	0
35	1859	0
35	1857	0
35	1596	0
35	1488	0
35	1335	0
35	1849	0
35	1850	0
35	1851	0
35	1852	0
35	1853	0
35	1854	0
35	1855	0
36	1860	0
36	1125	0
36	1862	0
36	1863	0
36	938	0
36	1861	0
36	1317	0
37	1864	0
38	1880	0
38	1881	0
38	1882	0
39	1888	0
39	1889	0
39	1890	0
39	1891	0
39	1892	0
39	1893	0
39	1894	0
39	1884	0
39	1047	0
39	1785	0
39	1883	0
39	1436	0
39	1885	0
39	1886	0
39	1887	0
40	1895	0
41	1898	0
42	904	0
42	960	0
42	1899	0
42	1227	0
42	1015	0
43	1906	0
44	1379	0
44	1480	0
44	1596	0
44	1290	0
44	1757	0
44	1335	0
44	1913	0
44	1914	0
44	1915	0
44	1916	0
44	1917	0
44	1918	0
45	1925	0
45	1926	0
45	1927	0
45	1928	0
45	1929	0
45	1500	0
45	1757	0
46	1408	0
46	913	0
46	1930	0
46	1525	0
46	1199	0
47	1515	0
48	1937	0
48	1242	0
49	1938	0
49	1939	0
49	1940	0
49	1941	0
49	1942	0
49	1241	0
50	1335	0
51	1199	0
52	1954	0
52	1955	0
53	1957	0
54	1958	0
54	1959	0
55	1960	0
55	1961	0
56	896	0
56	1537	0
56	2006	0
56	903	0
56	1324	0
56	1425	0
56	1312	0
56	1187	0
56	1445	0
56	1372	0
56	1963	0
56	1964	0
56	1965	0
56	1966	0
56	1967	0
56	1968	0
56	1969	0
56	1970	0
56	1971	0
56	1972	0
56	1973	0
56	1974	0
56	1975	0
56	1976	0
56	1721	0
56	1978	0
56	1979	0
56	1980	0
56	1981	0
56	1982	0
56	1727	0
56	1216	0
56	1985	0
56	1986	0
56	1987	0
56	1988	0
56	1989	0
56	1990	0
56	1991	0
56	1992	0
56	1993	0
56	1994	0
56	1995	0
56	1996	0
56	1997	0
56	1998	0
56	1999	0
56	2000	0
56	2001	0
56	2002	0
56	2003	0
56	2004	0
56	1238	0
56	1977	0
56	1729	0
56	1500	0
56	1516	0
56	1984	0
56	1227	0
56	1144	0
56	1983	0
56	1622	0
57	2048	0
57	2049	0
57	2050	0
57	2051	0
57	2052	0
57	2053	0
57	2054	0
57	2055	0
57	2056	0
57	2057	0
57	2058	0
57	2059	0
57	2060	0
57	2061	0
57	2062	0
57	2063	0
57	2064	0
57	2065	0
57	2066	0
57	2067	0
57	2068	0
57	1580	0
57	1590	0
57	1624	0
57	1630	0
57	1144	0
57	1147	0
57	1185	0
57	1705	0
57	1205	0
57	1235	0
57	1315	0
